English,Translation,Alternative,Machine Translated,Needs Help,Comments,Section
This is a message from the people!,,,,,,
BOOM,,,,,,
You ought to--,,,,,,
That was a close one--that grenade nearly got you!,,,,,,
We've got to do something about the rising temperature!,,,,,,
"I recommend throwing all our options we have at the issue, one of them has got to work!",,,,,,
A train filled with Nyodene Derivative has derailed near your location.,,,,,,
"It's hard to hear the radio reports of the disaster over the white noise of your equipment, TV, tablet, and smartphone.",,,,,,
"But you can't leave, you're an important planning professional! ",,,,,,
"This September, our satellites recorded...",,,,,,
The change from high albedo ice to a dark sea will accelerate warming.,,,,,,
Zero square kilometres of arctic sea ice.,,,,,,
"Planner, you don't look so good...",,,,,,
THUD,,,,,,
Planner?,,,,,,
Maybe you should lie down for a bit.,,,,,,
"A new virus has emerged, either from a factory farm or a degraded forest, we don't know yet for sure.",,,,,,
"As long as we have a large livestock industry and deforestation, these tragedies will keep happening.",,,,,,
"The mortality rate is 2%, which can still kill millions but we predict that a new zoonosis could much deadlier.",,,,,,
"This one was bad, but ",,,,,,
"As Trotsky once said: 'Man will occupy himself with re-registering mountains and rivers, and will earnestly and repeatedly make improvements in nature.'",,,,,,
"You are so, so misguided.",,,,,,
I'm not going to let you ruin everything.,,,,,,
"Sure, we'll be equal, but only in common misery.",,,,,,
You really think we can all live on this Earth without torpedoing living standards?,,,,,,
The Malthusian is now a [nemesis] nemesis.,,,,,,
The natural world just cannot support this many people.,,,,,,
"By removing so many dams, rivers around the world have come back to life. ",,,,,,
"Cases of schistomiasis, caused by parasitic worms, have also fallen dramatically! ",,,,,,
"Rewilding and river restoration has not only decreased methane emissions and regulated streamflows, but also decreased wildfire severity. Thank a beaver.",,,,,,
The rapid rate of permafrost melting is releasing new methane and carbon dioxide into the atmosphere.,,,,,,
It's one more source of emissions that we'll need to worry about.,,,,,,
Protests against your plans have escalated into riots in some places.,,,,,,
See if you can turn things around...I don't like where this is going.,,,,,,
We'll need help from various technologies and techniques to survive and flourish over the next century.,,,,,,
Plan items are represented as these cards here.,,,,,,
"Drag a card up into the scanner to add it to your plan, and hold it there to commit more [research] research points.",,,,,,
"If you change your mind, drag the card down to reset its points.",,,,,,
Here you can turn [political_capital] political capital into [research] research points and use that to set research priorities.,,,,,,
"Not only new ones, but also the re-introduction and refinement of older ones too.",,,,,,
This is extremely dangerous as now the entire West Antarctic Ice Sheet is at risk.,,,,,,
I packed up and left the city some time ago when the reruralization program started.,,,,,,
"I love it. Hikes through the forests, volunteering on local farms, having time to swim and read...",,,,,,
I know many others share my experience.,,,,,,
"With the new train network, it's not too difficult for me to visit the city when I'm craving it.",,,,,,
"I'd never seen myself living out in the country, but I was in a tough time and thought a fresh start might do me good.",,,,,,
We're seeing signs of ozone depletion at a worrying rate.,,,,,,
I suspect this may have to do with solar radiation management...,,,,,,
You get it! I can see it!,,,,,,
"There are too many! A lot of people are scared of that reality, but I can see that you aren't.",,,,,,
The Malthusian is now an [ally] ally. Population projects are substantially cheaper.,,,,,,
My party will join your coalition.,,,,,,
We need more planners like you to do what needs to be done.,,,,,,
"We can chase all the new technologies we want, or try to live in peace with nature...",,,,,,
"but nothing changes the fact that it all comes down to people, people, people!",,,,,,
"This happened once before in Europe during the 14th century, no one knows for sure why it started.",,,,,,
Perhaps the compulsive dancing allows some relief from stress and grinding poverty.,,,,,,
"Maybe it's a dance craze, but my professional opinion is that people are too anxious. We've got to do something to make people's lives easier",,,,,,
I feel like you're missing the bigger picture.,,,,,,
"You've kind of got tunnel vision with this whole earth stuff, don't you think?",,,,,,
The only way we can truly achieve communism is through first contact.,,,,,,
We need to reach out to other lifeforms and see what they can teach us.,,,,,,
The Posadist is now a [nemesis] nemesis.,,,,,,
"Well, it happened again. This new disease also appears zoonotic in origin.",,,,,,
High land use or livestock production increase the risk of this problem...,,,,,,
...maybe you can take a look at those?,,,,,,
There are too many people in this world anyway.,,,,,,
"Once-in-a-decade heavy rains have now become commonplace, leading to overflowing rivers capable of destroying hundreds of homes.",,,,,,
"If you can do anything to lower the temperature, we should see fewer of these events.",,,,,,
Some crops are doing well with the heat and extra CO2 in the air...,,,,,,
..but overall yields are down and they'll just get worse the warmer it gets!,,,,,,
...but they also make things worse in the long-run.,,,,,,
Industrialized agriculture and vertical farming are the most resilient against these temperatures...,,,,,,
You need to cool things off--fast--or we'll be seeing a lot of hungry people.,,,,,,
You seem like someone who loves nature.,,,,,,
It's all about ~harmony~.,,,,,,
"Anyway, my party is joining your coalition, since I think we feel the same way.",,,,,,
You also seem like someone who still recognizes that we're not trying to drive ourselves to extinction just to save it.,,,,,,
The Environmentalist is now an [ally] ally. Restoration projects are substantially cheaper.,,,,,,
We gotta find a way to live ~harmoniously~ with nature.,,,,,,
Uh oh--it looks like there are some production shortages.,,,,,,
You may need to change your production mixes to compensate for resource limitations.,,,,,,
You can tap the pulsing [alert] alert icon for more information.,,,,,,
"The Wollemi pines have existed for 200 millions years, but the last natural forest was recently destroyed in a wildfire.",,,,,,
We gave you a nice warning about banning meat and you've ignored us.,,,,,,
Maybe you'll listen now?,,,,,,
"I'm sorry, planner, but your access rights to the Gosplant planning interface have been revoked.",,,,,,
They are replacing you with someone else.,,,,,,
You've run out of [political_capital] political capital...and lost the backing of members of parliament.,,,,,,
The benefits of rewilding reduces the likelihood of more zoonotic disease.,,,,,,
Clearing of otherwise undisturbed land to make room for things like industrial farming opens up opportunities for the transmission of pathogens from animals to humans.,,,,,,
"Well, the emergence of zoonotic diseases is closely related to ecological disturbance. ",,,,,,
"Wow, uranium stocks have been run down fast by the massive increase in reactors worldwide. At this rate, we'll run out of high-quality uranium ore in twenty years.",,,,,,
"If you want to keep the lights on, you better find alternative energy sources. If you want to stick with nuclear, we better do a crash course in researching fusion, fast-breeders, or thorium reactors.",,,,,,
