English,Translation,Alternative,Machine Translated,Needs Help,Comments,Section
This planning application lets you make your plan.,Esta aplicação de planificação permite que faças o teu plano.,,,,,
"You can set [research] research priorities, initiate large-scale [initiative] projects, implement [policy] policies, or ban certain production processes.","Podes definir prioridades de investigação [research], iniciar projetos [initiative] em larga escala,
implementar políticas [policy] ou proibir certos processos de produção.",,,,,
Good luck!,Boa sorte!,,,,,
Good luck!,Boa sorte!,,,,,
"You can set [research] research priorities, initiate large-scale [initiative] projects, implement [policy] policies, or ban certain production processes.","Podes definir prioridades de investigação [research], iniciar projetos [initiative] em larga escala,
implementar políticas [policy] ou proibir certos processos de produção.",,,,,
"Following the recent revolution, you've been elected as the lead planner.","Após a recente revolução, escolheram-te como núcleo da planificação.",,,,,
This planning application lets you make your plan.,Esta aplicação de planificação permite que faças o teu plano.,,,,,
And if the people are [nemesis] unhappy with your performance you will be removed from your position.,"E se as pessoas estiverem [nemesis] descontentes com o teu desempenho,  removerte-ão da posição.",,,,,
We're seeing elevated rates of respiratory disease in populations across the world.,Estamos a observar taxas elevadas de doenças respiratórias em populações a nível global.,,,,,
Surely it must be from the particles used for the solar radiation management program. They've started settling back towards ground level and entering people's lungs.,Certamente deve vir das partículas usadas para o programa de gestão de radiação solar. Elas começaram a voltar ao nível do solo e a entrar nos pulmões das pessoas.,,,,,
That's the only thing in common across the global population that I can think of.,Essa é a única coisa em comum entre a população global que consigo pensar.,,,,,
I'm getting older and I remember how the change came in the early 2020s...,Estou a envelhecer e lembro-me da mudança no início da década de 2020...,,,,,
"Things were hard at first, but now I think we're close to really creating a utopian society.","As coisas foram difíceis no começo, mas agora acho que estamos perto de criar uma sociedade utópica.",,,,,
"The question is, is this end of history or its start?","A questão é, este é o fim da história ou o seu início?",,,,,
We don't have to work hard anymore and the environmental crisis is subsiding.,Não precisamos mais de trabalhar tanto e a crise ambiental está a diminuir.,,,,,
I'm glad that it didn't turn out to be that way.,Fico feliz que não tenha sido assim.,,,,,
My island is almost completely underwater...,A minha ilha está quase submersa...,,,,,
It's only a matter of time before so many others will have to grapple with the same realization.,É apenas uma questão de tempo até que tantos outros tenham que lidar com a mesma conclusão.,,,,,
Why did we have to abandon the land of our ancestors because of crimes to the Earth we did not commit?,Por que é que tivemos que abandonar a terra dos nossos ancestrais por causa de crimes à Terra que não cometemos?,,,,,
How could you let it get this bad?,Como é que deixaste chegar a isto?,,,,,
Now I'm coming to terms with the fact that we'll never be able to go back.,Agora estou a aceitar o facto de que nunca poderemos voltar.,,,,,
"We evacuated some time ago, hoping that we could find some way to return home.","Nós evacuamos há algum tempo, esperando que pudéssemos encontrar uma maneira de voltar para casa.",,,,,
The harvest of the humble—but very important—potato has taken a big hit this year.,A humilde mas muito importante colheita da batata sofreu um grande golpe este ano.,,,,,
"It is an important basic food for millions, and we risk a famine this year.","É um alimento básico importante para milhões, e corremos o risco de passar fome este ano.",,,,,
Never really liked it much myself.,Nunca gostei muito.,,,,,
Moving away from industrial agriculture will lower the chances these events.,Afastar-se da agricultura industrial diminuirá as chances disso acontecer.,,,,,
"More work for me, but hey, if it reliably keeps us fed, I guess that's alright.","Mais trabalho para mim, mas ei, se isso nos mantém alimentados de forma confiável, acho que não faz mal.",,,,,
We're really struggling to produce enough food to feed everyone.,Estamos com muitas dificuldades para produzir comida suficiente para alimentar toda a gente.,,,,,
"Whether it's too hot, or there's too much water, or not enough, or whatever else is going on...","Se está muito quente, ou há muita água, ou não o suficiente, ou o que quer que esteja a acontecer...",,,,,
...you've got to do something about it!,... tens que fazer algo!,,,,,
*COUGH* The constant smoke from wildfires is interfering with farming...plants need sunlight!,*TOSSE* A fumaça constante dos incêndios florestais está a interferir com a agricultura... as plantas precisam de luz solar!,,,,,
...solar infrastructure too. *COUGH*,...e com a infraestrutura solar também. *TOSSE*,,,,,
We're also seeing higher rates of respiratory disease. *COUGH*,Também estamos a ter maiores taxas de doenças respiratórias. *TOSSE*,,,,,
This is your planning dashboard. It summarizes the state of the world today.,Este é o teu painel de planeamento. Ele resume o estado do mundo hoje.,,,,,
Use this information to figure out the biggest contributors to problem areas.,Usa esta informação para descobrir os maiores contribuidores nas áreas problemáticas.,,,,,
"When you're ready, let's head over to the ""World"" tab.","Quando estiveres pronto, vamos para a aba ""Mundo"".",,,,,
Tapping some values will show a detailed breakdown. Or you can use the chart below.,Tocar em alguns valores mostrará os detalhes. Ou então podes usar o gráfico abaixo.,,,,,
I'm seeing a disturbing increase in incidences of skin cancers and diseases.,Estou a ver um aumento preocupante na incidência de cancro de pele e doenças.,,,,,
I'm sure that it's because of the ozone depletion we're experiencing.,Tenho certeza de que é por causa da destruição da camada de ozôno que estamos a enfrentar.,,,,,
I encourage you to stop the solar radiation management project to stop it from progressing any further!,Encorajo-te a parares o projeto de gerenciamento de radiação solar para impedir que ele progrida ainda mais!,,,,,
Extreme wildfires are now a regular occurrence.,Incêndios florestais extremos são agora uma ocorrência regular.,,,,,
"...making some people permanently without a home, forever on the move as they are chased by flames.","...a destruir as casas de algumas pessoas, sempre em movimento enquanto são perseguidas pelas chamas.",,,,,
These fires can consume swaths of land in what feels like a blink of an eye...,Estes incêndios podem consumir largas faixas de terra no que parece um piscar de olhos...,,,,,
In 2022 a socialist revolution swept the globe.,"Em 2022, uma revolução socialista varreu o globo.",,,,,
"It's a sunny day in Havana, where the first planning session will take place...","É um dia ensolarado em Havana, onde acontecerá a primeira sessão de planeamento...",,,,,
You have been elected as [gosplant]'s first lead planner.,Foste eleito como o primeiro planeador do [gosplant].,,,,,
"And you must do so without letting your [political_capital]<em class=""lose-con"">political capital dip below 0</em>...","E deves fazê-lo sem deixar o teu [political_capital]<em class=""lose-con"">capital político cair abaixo de 0</em>...",,,,,
"You must do so without letting people's [contentedness]<em class=""lose-con"">contentedness dip below 0</em>...","Deves fazê-lo sem deixar a [contentedness]<em class=""lose-con"">aprovação das pessoas cair abaixo de 0</em>...",,,,,
"The regions of the world united to establish [gosplant], a global planning authority.","As regiões do mundo uniram-se para estabelecer [gosplant], uma autoridade global de planeamento.",,,,,
[gosplant] was tasked with undoing the myriad harms that centuries of capitalism had unleashed on the planet and its people.,[gosplant] foi encarregado de desfazer a miríade de danos que séculos de capitalismo haviam desencadeado no planeta e no seu povo.,,,,,
