English,機械翻訳/machine translation,こんな翻訳もありかも？,Translation,要確認：Yを入力,コメント / comments,Section,,他の翻訳案 / alternative suggestions
You also seem like someone who still recognizes that we're not trying to drive ourselves to extinction just to save it.,また、あなたはまだ、自分たちを絶滅に追い込もうとするのではなく、ただ救おうとするのだということを認識している人のように見えます。,,それにあなたは、私たちが自然を救うそれだけのために、私たち人類を滅亡に向かわせようとしているわけではないことを、認識しているように思います。,,,,,
The Environmentalist is now an [ally] ally. Restoration projects are substantially cheaper.,環境保護主義者は、今や【味方】である。復元プロジェクトは大幅に安くなる,,環境保護主義者が [ally] 味方になった。自然の再生に関わる施策の費用が大幅に下がる。,,,,,
We gotta find a way to live ~harmoniously~ with nature.,自然と～調和して～生きていく方法を見つけなければならない。,,私たちは、自然と「調和」して生きる道を見つなけりゃならんのです。,,,,,
Uh oh--it looks like there are some production shortages.,ああ、どうやら生産が不足しているようですね。,,あちゃー、生産が足りていないようですね。,,,,,
You may need to change your production mixes to compensate for resource limitations.,リソースの制限を補うために、プロダクションミックスを変更する必要があるかもしれません。,,生産の限界を補うために、生産物の割合を変更する必要があるかもしれません。,,,,,
You can tap the pulsing [alert] alert icon for more information.,脈打つ[alert]アラートアイコンをタップすると、詳細な情報を確認することができます。,,点滅する [alert] ビックリマークをタップすることで、詳細について確認することができます。,,,,,
"The Wollemi pines have existed for 200 millions years, but the last natural forest was recently destroyed in a wildfire.",ウォレマイ・パインは2億年前から存在しているが、最後の自然林は最近山火事で焼失してしまった。,,ウォレマイ・パインは2億年前から存在していましたが、最後の原生林が最近の森林火災で焼失してしまいました。,,,,,
We gave you a nice warning about banning meat and you've ignored us.,肉禁止ってちゃんと注意したのに無視されてるじゃん。,,私たちは肉食の禁止するときちんと警告したのに、あなたたちはその警告を無視しました。,,,,,
Maybe you'll listen now?,今なら聞いてくれるかも？,,今なら聞いてくれますか？,,,,,
"I'm sorry, planner, but your access rights to the Gosplant planning interface have been revoked.",プランナーさん、申し訳ありませんが、Gosplantプランニングインターフェイスへのアクセス権が剥奪されました。,,申し訳ありませんが、Gosplant 計画へのアクセス権が剥奪されました。,,,,,
They are replacing you with someone else.,あなたを他の誰かに置き換えているのです。,,彼らはあなたを他の誰かにすげ替えようとしています。,,,,,
You've run out of [political_capital] political capital...and lost the backing of members of parliament.,political_capital】政治資金を使い果たし...国会議員の後ろ盾を失ってしまった。,,あなたは [political_capital] 政治資本を使い果たしました...そして議会メンバーの後ろ盾を失いました。,,,,,
The benefits of rewilding reduces the likelihood of more zoonotic disease.,再野生化のメリットは、人獣共通感染症が増える可能性を減らすことです。,,再自然化（リワイルディング）の利点は、人獣共通感染症のリスクを低減することです。,,,,,
