English,Translation,Alternative,Machine Translated,Needs Help,Comments,Section
...creating such abundance that our worst instincts become irrelevant...,,,,,,
It looks like an increasing number of places are running out of clean water. Things are getting ugly.,,,,,,
Do what you can to both increase supply of fresh water and to lower demands on it.,,,,,,
"I didn't think it was possible, but it seems we will run out of viable coal reserves in twenty years if we keep it up.",,,,,,
I suggest you build up a new energy system quickly.,,,,,,
Ocean acidification and over-fishing have led to declines in marine population that may be hard to recover from.,,,,,,
"But if your concern is feeding people, I suppose ",,,,,,
This will no doubt have reverberations throughout various food webs.,,,,,,
"I never truly believed it was possible, but we have achieved real equality for all of humanity!",,,,,,
Our homes are so inhospitable...,,,,,,
we are desperate to find safety for our families.,,,,,,
"No one can leave, try as we might!",,,,,,
How can you allow this to happen?,,,,,,
These damn borders have turned out region into a death sentence!,,,,,,
They've eaten everything... blotted out the sun.,,,,,,
I've never witnessed anything like it. It's as if hell had risen to Earth.,,,,,,
"Welcome--You seem to know your way around here, so I'll just get out of your way!",,,,,,
Attention: We have commandeered an anti-aircraft battery.,,,,,,
Oh no.,,,,,,
We tried reasoning with you but you ignored us--this is the only thing we can do.,,,,,,
It's a matter of our survival.,,,,,,
We will immediately begin shooting down the solar radiation management fleet that have disrupted our region's monsoons.,,,,,,
The temperature effects from the solar radiation management project will be undone almost immediately...,,,,,,
People are not happy with your performance...[hud_contentedness] outlook is really low.,,,,,,
A mob has raided our building! They're looking for you.,,,,,,
Any last words?,,,,,,
We are tired of living under your tyrannical plans--they've brought us nothing but misery!,,,,,,
"As Garrett Hardin so eloquently once said, ""The freedom to breed is intolerable.""",,,,,,
"Now that you've added some projects to your plan, let's try changing our production processes.",,,,,,
"Press ""Change Production"" to go to the process manager.",,,,,,
But first let's visit parliament and get you acquainted with the people there.,,,,,,
"Press the ""Govt"" tab to head on over.",,,,,,
One of the worst case scenarios has just happened...,,,,,,
"...you can't sweat, so your body can't cool itself off, and so you just basically...slowly cook in the heat.",,,,,,
What a horrible way to go. And to imagine that millions died in that way.,,,,,,
"a ""wet-bulb"" event, where temperature and humidity combine to be intolerable...",,,,,,
Surely we could have prevented this?,,,,,,
You rich Northerners will not sacrifice half the world on your altar of greed.,,,,,,
"Ha, if you think there are too many people then let us help you get rid of the Malthusians!",,,,,,
Planner! Either you are with us or with the Wretched. Make your choice.,,,,,,
"People really like living in McMansions, I guess. ",,,,,,
...but also spillover into exurbs as some seek to escape the growing density of cities.,,,,,,
They only care about their own consumption.,,,,,,
No one seems to care that we are living during an environmental crisis.,,,,,,
"Warmer waters are bad for most marine species. Many kinds of jellyfish, however, thrive in these conditions.",,,,,,
It doesn't help that too much fishing means there are fewer predators and competitors for jellyfish.,,,,,,
"Even if some people care little about the oceans, they'll be annoyed when their beach holiday is ruined. ",,,,,,
We've hit an interesting milestone--the 4000th nuclear reactor was just built.,,,,,,
"It makes me a little bit nervous, but at least it's not as dirty as fossil fuels, eh?",,,,,,
The planning session has concluded.,,,,,,
Now it's time to see what happens over the next several years.,,,,,,
Global meat consumption has gone up by almost 50% since we started.,,,,,,
"People may enjoy their cheeseburgers, but this comes at a huge cost to the environment, animals, and human health.",,,,,,
People around the world mourned your death.,,,,,,
...an uncomfortable uncertainty about the future shrouded the planet.,,,,,,
While many ambitious and talented planners would take your place...,,,,,,
There was still so much work to be done.,,,,,,
If only you could have done more...,,,,,,
"In spite of all that happened, people saw their lives change for the better.",,,,,,
"I can't believe it, but looking at all the numbers...",,,,,,
...and have a stronger foundation to continue improving.,,,,,,
We've done it.,,,,,,
We've undone so much of centuries of damage on people and the planet...,,,,,,
This is probably the first time in centuries that we can confidently say we're leaving a better planet for future generations.,,,,,,
The eruption has created an atmospheric shroud that has cooled the world by a degree.,,,,,,
"It will only last a few years, then things will warm up again, but imagine if we created our own atmospheric shroud with solar radiation management?",,,,,,
We have been observing your planet for some time now...,,,,,,
...and watched your relentless war against all other life.,,,,,,
...even if that means wiping out your pathetic species!,,,,,,
We are obligated to defend life in all its forms!,,,,,,
Hey! You were zoning out there for a second.,,,,,,
You don't look so well.,,,,,,
Perhaps you should consider retirement?,,,,,,
Are you ok?,,,,,,
The stress of planning may be too much for your age.,,,,,,
"::BOOM:: There goes my trusty hail cannon, ::BOOM:: working it's magic.",,,,,,
"For the last 20 years since I installed the hail cannon, I haven't seen any hail coming to destroy my crops.",,,,,,
"There hasn't been hail in the area for the last 20 years in general though, not just surrounding your farm...",,,,,,
Hail cannons are really unlikely to disturb the formation of hailstones in the atmosphere.,,,,,,
So amazing that farmers came up with this novel geoengineering idea.,,,,,,
"These heat waves have extended all the way to the boreal forest, That's very dangerous.",,,,,,
"Because the boreal forest is not managed as intensely as other forests, the trees have been able to grow undisturbed, amassing large amounts of carbon in their roots and trunks. Twenty percent of the carbon held in forests in the world is in the boreal forest. ",,,,,,
"Because the boreal forest is not managed as intensely as other forests, the trees have been able to grow undisturbed, amassing large amounts of carbon in their roots and trunks. Twenty percent of the carbon held in forests in the world is in the boreal forest. ",,,,,,
"Frequent fire also threatens the permafrost—it can also lead to burning belowground, which melts the permafrost and can emit large amounts of carbon in a short time.",,,,,,
"The boreal forest is shifting from a carbon sink to a carbon source, meaning it emits more carbon than it stores.",,,,,,
"But most of the carbon is found in the permafrost, an underground layer of ice, rock, sand, and soil that is below freezing. The permafrost layer represents the largest carbon sink in the world.",,,,,,
"A copper mining operation opened near my town, even after we voted against it!",,,,,,
